study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id
sbmd,temper,self,self,PLACvsACAC,fixGuess,-0.9253071,4.12837,229.0,-0.2241338,0.8228531,0.9960192,0.5,83
sbmd,temper,self,self,PLPLvsPLAC,fixCondition,7.875259,3.948112,229.0,1.99469,0.04726225,0.1929798,0.5,84
sbmd,temper,self,self,ACPLvsACAC,fixCondition,5.240192,4.670386,229.0,1.122004,0.2630358,0.6763403,0.5,84
sbmd,temper,self,self,PLPLvsACPL,fixGuess,-0.3619845,3.814451,229.0,-0.09489818,0.9244787,0.9996931,0.5,84
sbmd,temper,self,self,PLACvsACAC,fixGuess,-2.997052,4.780173,229.0,-0.6269755,0.5312998,0.923316,0.5,84
sbmd,temper,self,self,PLPLvsPLAC,fixCondition,-1.900345,3.699357,229.0,-0.5136961,0.6079598,0.9557622,0.5,85
sbmd,temper,self,self,ACPLvsACAC,fixCondition,9.184394,4.376124,229.0,2.098751,0.03693454,0.1565903,0.5,85
sbmd,temper,self,self,PLPLvsACPL,fixGuess,-3.823806,3.574118,229.0,-1.06986,0.2858088,0.708237,0.5,85
sbmd,temper,self,self,PLACvsACAC,fixGuess,7.260934,4.478994,229.0,1.621108,0.1063705,0.3687774,0.5,85
sbmd,temper,self,self,PLPLvsPLAC,fixCondition,10.7061,3.752726,229.0,2.852886,0.004728993,0.02426986,0.5,86
sbmd,temper,self,self,ACPLvsACAC,fixCondition,4.991718,4.439257,229.0,1.124449,0.2619999,0.6748267,0.5,86
sbmd,temper,self,self,PLPLvsACPL,fixGuess,-1.317068,3.625681,229.0,-0.363261,0.7167451,0.9835665,0.5,86
sbmd,temper,self,self,PLACvsACAC,fixGuess,-7.03145,4.54361,229.0,-1.547547,0.1231123,0.4109149,0.5,86
sbmd,temper,self,self,PLPLvsPLAC,fixCondition,-0.3921749,3.606402,229.0,-0.1087441,0.9135007,0.9995387,0.5,87
sbmd,temper,self,self,ACPLvsACAC,fixCondition,5.777245,4.266164,229.0,1.354201,0.1770069,0.5294516,0.5,87
sbmd,temper,self,self,PLPLvsACPL,fixGuess,-7.310943,3.48431,229.0,-2.098247,0.03697945,0.1567533,0.5,87
sbmd,temper,self,self,PLACvsACAC,fixGuess,-1.141523,4.366448,229.0,-0.2614306,0.7939954,0.9937259,0.5,87
sbmd,temper,self,self,PLPLvsPLAC,fixCondition,9.63153,3.637067,229.0,2.648159,0.008655894,0.04269664,0.5,88
sbmd,temper,self,self,ACPLvsACAC,fixCondition,8.190061,4.302439,229.0,1.903586,0.05821797,0.2293917,0.5,88
sbmd,temper,self,self,PLPLvsACPL,fixGuess,5.047366,3.513937,229.0,1.436385,0.1522575,0.4779952,0.5,88
sbmd,temper,self,self,PLACvsACAC,fixGuess,3.605897,4.403576,229.0,0.8188565,0.4137196,0.8455188,0.5,88
sbmd,temper,self,self,PLPLvsPLAC,fixCondition,9.297123,3.758608,229.0,2.473555,0.01410444,0.06681987,0.5,89
sbmd,temper,self,self,ACPLvsACAC,fixCondition,-5.773322,4.446214,229.0,-1.29848,0.1954284,0.5648317,0.5,89
sbmd,temper,self,self,PLPLvsACPL,fixGuess,2.796243,3.631363,229.0,0.7700258,0.4420782,0.8679065,0.5,89
sbmd,temper,self,self,PLACvsACAC,fixGuess,-12.2742,4.550732,229.0,-2.697193,0.007512684,0.03743785,0.5,89
sbmd,temper,self,self,PLPLvsPLAC,fixCondition,11.9954,3.725386,229.0,3.219908,0.001468342,0.007952743,0.5,90
sbmd,temper,self,self,ACPLvsACAC,fixCondition,4.101569,4.406914,229.0,0.9307123,0.3529825,0.7883997,0.5,90
sbmd,temper,self,self,PLPLvsACPL,fixGuess,-1.032462,3.599266,229.0,-0.2868536,0.7744838,0.9917553,0.5,90
sbmd,temper,self,self,PLACvsACAC,fixGuess,-8.92629,4.510508,229.0,-1.978999,0.04901422,0.1989454,0.5,90
sbmd,temper,self,self,PLPLvsPLAC,fixCondition,7.142923,3.934005,229.0,1.815687,0.07072619,0.2685801,0.5,91
sbmd,temper,self,self,ACPLvsACAC,fixCondition,1.957716,4.653699,229.0,0.4206795,0.6743836,0.9749043,0.5,91
sbmd,temper,self,self,PLPLvsACPL,fixGuess,0.9748877,3.800822,229.0,0.2564939,0.7977998,0.994069,0.5,91
sbmd,temper,self,self,PLACvsACAC,fixGuess,-4.210319,4.763093,229.0,-0.8839465,0.3776522,0.8132026,0.5,91
sbmd,temper,self,self,PLPLvsPLAC,fixCondition,-2.670656,3.902967,229.0,-0.6842631,0.494501,0.9030197,0.5,92
sbmd,temper,self,self,ACPLvsACAC,fixCondition,7.648649,4.616983,229.0,1.656634,0.09896303,0.3491979,0.5,92
sbmd,temper,self,self,PLPLvsACPL,fixGuess,-6.379747,3.770835,229.0,-1.691866,0.09203177,0.330319,0.5,92
sbmd,temper,self,self,PLACvsACAC,fixGuess,3.939558,4.725514,229.0,0.8336782,0.4053311,0.8384002,0.5,92
sbmd,temper,self,self,PLPLvsPLAC,fixCondition,2.47641,3.731924,229.0,0.6635745,0.5076301,0.9106476,0.5,93
sbmd,temper,self,self,ACPLvsACAC,fixCondition,4.541848,4.414649,229.0,1.028813,0.304653,0.7327312,0.5,93
sbmd,temper,self,self,PLPLvsACPL,fixGuess,-6.099837,3.605583,229.0,-1.691776,0.09204902,0.3303667,0.5,93
sbmd,temper,self,self,PLACvsACAC,fixGuess,-4.034398,4.518424,229.0,-0.8928773,0.3728602,0.8085631,0.5,93
sbmd,temper,self,self,PLPLvsPLAC,fixCondition,-1.071346,4.038629,229.0,-0.2652747,0.7910365,0.9934501,0.5,94
sbmd,temper,self,self,ACPLvsACAC,fixCondition,14.60244,4.777464,229.0,3.056526,0.00250504,0.01327858,0.5,94
sbmd,temper,self,self,PLPLvsACPL,fixGuess,-9.801552,3.901905,229.0,-2.511991,0.01269458,0.06071158,0.5,94
sbmd,temper,self,self,PLACvsACAC,fixGuess,5.872236,4.889767,229.0,1.200923,0.2310216,0.6268827,0.5,94
sbmd,temper,self,self,PLPLvsPLAC,fixCondition,7.004373,3.818105,229.0,1.834516,0.06787485,0.2598535,0.5,95
sbmd,temper,self,self,ACPLvsACAC,fixCondition,3.515693,4.516595,229.0,0.7783945,0.43714,0.8641887,0.5,95
sbmd,temper,self,self,PLPLvsACPL,fixGuess,0.9348714,3.688846,229.0,0.253432,0.8001618,0.9942755,0.5,95
sbmd,temper,self,self,PLACvsACAC,fixGuess,-2.553808,4.622767,229.0,-0.5524415,0.5811847,0.9458144,0.5,95
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,2.18688,0.8777531,225.0,2.491453,0.01344424,0.06396287,0.5,0
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,0.4359268,0.8116915,225.0,0.5370597,0.5917571,0.949904,0.5,0
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,2.353547,0.9525016,225.0,2.470911,0.01421944,0.06730672,0.5,0
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,0.6025934,0.7225193,225.0,0.8340171,0.4051559,0.8382347,0.5,0
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.4904653,0.9100506,225.0,0.5389429,0.5904591,0.9494132,0.5,1
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,1.060641,0.8415583,225.0,1.26033,0.208856,0.5891498,0.5,1
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.149886,0.9875496,225.0,1.164383,0.2455021,0.6499292,0.5,1
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.720061,0.7491049,225.0,2.296155,0.02258743,0.1019661,0.5,1
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.657132,0.8935272,225.0,0.7354358,0.46284,0.8827307,0.5,2
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,1.052632,0.8262785,225.0,1.273943,0.203998,0.5804777,0.5,2
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,0.7368421,0.9696191,225.0,0.7599294,0.4480923,0.8723229,0.5,2
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.132342,0.7355038,225.0,1.539546,0.1250763,0.4156501,0.5,2
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,-0.3073989,0.892462,225.0,-0.3444392,0.7308377,0.9859199,0.5,3
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.1372998,0.8252934,225.0,-0.1663648,0.8680193,0.998358,0.5,3
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.663616,0.9684632,225.0,1.717789,0.08721088,0.3168306,0.5,3
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.833715,0.7346269,225.0,2.496117,0.01327355,0.06322315,0.5,3
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,1.644165,0.8949688,225.0,1.83712,0.06751117,0.2587103,0.5,4
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.4914188,0.8276116,225.0,-0.5937795,0.5532561,0.9338827,0.5,4
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,2.557208,0.9711835,225.0,2.633085,0.00904793,0.04447721,0.5,4
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,0.4216247,0.7366904,225.0,0.5723228,0.5676747,0.9402453,0.5,4
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.9405034,0.772002,225.0,1.218265,0.224399,0.6159028,0.5,5
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,0.6681922,0.7138995,225.0,0.9359751,0.3502895,0.7855332,0.5,5
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.831808,0.837745,225.0,2.186594,0.02980305,0.1300909,0.5,5
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.559497,0.6354707,225.0,2.454081,0.01488391,0.07015306,0.5,5
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,1.70595,0.8337617,225.0,2.046088,0.0419106,0.1743772,0.5,6
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.9639588,0.771011,225.0,-1.250253,0.2125059,0.5955664,0.5,6
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.292906,0.904764,225.0,1.428998,0.1543916,0.4825941,0.5,6
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,-1.377002,0.686308,225.0,-2.006391,0.04601149,0.188668,0.5,6
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,-0.06712433,0.9141516,225.0,-0.07342801,0.9415308,0.9998576,0.5,7
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,0.840389,0.8453507,225.0,0.9941307,0.3212272,0.7529197,0.5,7
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,0.7517162,0.9919999,225.0,0.7577786,0.4493765,0.8732545,0.5,7
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.65923,0.7524807,225.0,2.205013,0.02846577,0.1249858,0.5,7
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,-0.2055683,0.8809755,225.0,-0.2333416,0.8157083,0.995515,0.5,8
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,0.6630435,0.8146715,225.0,0.8138784,0.4165751,0.8478754,0.5,8
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.113272,0.9559985,225.0,1.164513,0.2454496,0.6498476,0.5,8
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.981884,0.7251719,225.0,2.732985,0.006775106,0.03399786,0.5,8
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,-0.08810069,0.8304044,225.0,-0.1060937,0.9156025,0.9995715,0.5,9
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,0.8289474,0.7679064,225.0,1.07949,0.2815251,0.702412,0.5,9
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,0.8684211,0.9011209,225.0,0.9637121,0.3362249,0.7701846,0.5,9
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.785469,0.6835445,225.0,2.612075,0.009605424,0.04700177,0.5,9
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.3012967,0.8217292,225.0,0.3666618,0.7142159,0.9831156,0.5,10
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-1.135584,0.7598841,225.0,-1.494417,0.1364679,0.4425603,0.5,10
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.859268,0.8917069,225.0,2.085066,0.03819114,0.1611203,0.5,10
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,0.4223875,0.6764035,225.0,0.6244608,0.5329577,0.9241453,0.5,10
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,2.378719,0.9766412,225.0,2.435612,0.01564465,0.07339,0.5,11
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-1.389016,0.9031371,225.0,-1.53799,0.1254561,0.4165668,0.5,11
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,3.704805,1.059811,225.0,3.495723,0.0005693886,0.003173822,0.5,11
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,-0.06292906,0.8039187,225.0,-0.07827789,0.9376766,0.9998276,0.5,11
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.5861937,0.8317452,225.0,0.7047757,0.4816787,0.8951261,0.5,12
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.2745995,0.7691463,225.0,-0.3570186,0.7214125,0.9843721,0.5,12
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.7746,0.9025758,225.0,1.96615,0.05051091,0.2039786,0.5,12
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,0.9138063,0.6846481,225.0,1.334709,0.1833205,0.5418188,0.5,12
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,1.133105,0.8654029,225.0,1.309337,0.1917556,0.5579389,0.5,13
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.02860412,0.8002709,225.0,-0.03574305,0.9715189,0.9999836,0.5,13
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,2.212815,0.9390998,225.0,2.356315,0.01931609,0.08870676,0.5,13
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.051106,0.7123534,225.0,1.47554,0.1414654,0.4539978,0.5,13
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,1.302059,1.020699,225.0,1.275655,0.203393,0.579387,0.5,14
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.930778,0.943879,225.0,-0.9861201,0.3251334,0.757508,0.5,14
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,3.128146,1.107621,225.0,2.824204,0.005165235,0.0263685,0.5,14
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,0.8953089,0.8401847,225.0,1.06561,0.2877423,0.7108057,0.5,14
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.6723875,0.964363,225.0,0.6972348,0.4863756,0.8980649,0.5,15
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.444508,0.891783,225.0,-0.4984486,0.6186548,0.9593516,0.5,15
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.983982,1.046487,225.0,1.895849,0.05926151,0.2327335,0.5,15
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,0.8670862,0.793812,225.0,1.092307,0.2758665,0.694608,0.5,15
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.2498093,0.8096803,225.0,0.3085283,0.7579658,0.9897909,0.5,16
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.6086957,0.7487421,225.0,-0.8129577,0.4171017,0.8483096,0.5,16
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.003432,0.8786319,225.0,1.14204,0.2546514,0.6639044,0.5,16
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,0.1449275,0.6664855,225.0,0.2174504,0.8280544,0.9963605,0.5,16
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.2528604,0.8747931,225.0,0.2890517,0.772808,0.9915679,0.5,17
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.0228833,0.8089544,225.0,-0.0282875,0.9774579,0.9999918,0.5,17
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.470252,0.9492896,225.0,1.548791,0.1228372,0.4102189,0.5,17
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.194508,0.7200829,225.0,1.658848,0.09853972,0.3480357,0.5,17
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,-1.393593,0.9945319,225.0,-1.401255,0.1625157,0.4998699,0.5,18
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,0.7048055,0.9196813,225.0,0.7663584,0.4442664,0.8695182,0.5,18
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.084668,1.079225,225.0,1.005043,0.3159556,0.7466233,0.5,18
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,3.183066,0.8186454,225.0,3.888211,0.0001329401,0.0007625484,0.5,18
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,-0.890923,0.680295,225.0,-1.309613,0.1916626,0.5577639,0.5,19
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,0.271167,0.6290946,225.0,0.4310434,0.6668495,0.9730913,0.5,19
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,0.1235698,0.7382283,225.0,0.167387,0.8672159,0.9983278,0.5,19
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.28566,0.5599824,225.0,2.295893,0.02260268,0.1020271,0.5,19
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,1.979405,0.8863691,225.0,2.233161,0.0265227,0.117484,0.5,20
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.7282609,0.8196591,225.0,-0.8884924,0.3752248,0.8108467,0.5,20
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,2.60984,0.9618514,225.0,2.71335,0.00717613,0.03587015,0.5,20
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,-0.09782609,0.7296116,225.0,-0.1340797,0.8934594,0.9991373,0.5,20
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,-0.5072464,0.8349571,225.0,-0.6075119,0.5441239,0.9296174,0.5,21
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,0.1670481,0.7721165,225.0,0.2163508,0.8289103,0.9964148,0.5,21
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,0.04347826,0.9060612,225.0,0.04798601,0.96177,0.9999602,0.5,21
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,0.7177727,0.687292,225.0,1.044349,0.2974447,0.7235363,0.5,21
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.3070175,0.9634342,225.0,0.31867,0.7502724,0.9887776,0.5,22
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.5011442,0.8909241,225.0,-0.5624993,0.5743359,0.9430355,0.5,22
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.343249,1.045479,225.0,1.284817,0.2001774,0.5735503,0.5,22
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,0.5350877,0.7930475,225.0,0.6747235,0.5005442,0.9065765,0.5,22
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.7955759,0.9270388,225.0,0.8581905,0.3917005,0.8263111,0.5,23
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-1.252288,0.8572679,225.0,-1.46079,0.1454681,0.4630027,0.5,23
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,3.397025,1.005984,225.0,3.376817,0.0008638543,0.00476042,0.5,23
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.349161,0.7630887,225.0,1.768026,0.0784117,0.2915107,0.5,23
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.902746,0.9749096,225.0,0.9259791,0.3554489,0.7909663,0.5,24
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,0.5268879,0.9015359,225.0,0.5844336,0.5595142,0.9366993,0.5,24
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.881007,1.057932,225.0,1.778004,0.07675379,0.2866275,0.5,24
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.505149,0.8024934,225.0,1.87559,0.06200662,0.2414941,0.5,24
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,-0.7692601,0.9741386,225.0,-0.7896824,0.4305447,0.8590935,0.5,25
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,0.3930206,0.9008229,225.0,0.4362906,0.6630442,0.972144,0.5,25
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.172769,1.057095,225.0,1.109426,0.2684309,0.6841104,0.5,25
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,2.33505,0.8018587,225.0,2.912046,0.003952095,0.02048377,0.5,25
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,1.76926,1.0917,225.0,1.620647,0.106494,0.3690734,0.5,26
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,0.3872998,1.009536,225.0,0.3836412,0.7016067,0.9807519,0.5,26
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,3.283753,1.184668,225.0,2.771876,0.006040105,0.03053798,0.5,26
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.901793,0.8986291,225.0,2.116327,0.0354158,0.1510344,0.5,26
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,2.437834,1.019535,225.0,2.391124,0.01762011,0.08169199,0.5,27
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.6670481,0.9428024,225.0,-0.7075163,0.4799779,0.8940472,0.5,27
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,3.140732,1.106357,225.0,2.838805,0.004942597,0.02529792,0.5,27
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,0.0358505,0.8392264,225.0,0.0427185,0.9659638,0.9999719,0.5,27
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.2650648,0.7945264,225.0,0.3336136,0.7389818,0.9871708,0.5,28
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,1.048627,0.7347286,225.0,1.42723,0.1548998,0.4836903,0.5,28
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,0.3592677,0.8621874,225.0,0.4166933,0.6773,0.9755794,0.5,28
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.14283,0.6540116,225.0,1.747415,0.08192957,0.3017523,0.5,28
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,-0.1525553,0.9015799,225.0,-0.1692088,0.8657844,0.998273,0.5,29
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.4685355,0.8337251,225.0,-0.5619783,0.5746902,0.9431814,0.5,29
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.87643,0.9783576,225.0,1.917939,0.05638471,0.2234226,0.5,29
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.56045,0.7421323,225.0,2.102657,0.0366073,0.1553854,0.5,29
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,-0.4912281,0.832844,225.0,-0.58982,0.5559032,0.9350845,0.5,30
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.1504577,0.7701625,225.0,-0.1953584,0.8452887,0.9973518,0.5,30
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,0.6899314,0.9037682,225.0,0.7633941,0.4460281,0.8708151,0.5,30
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.030702,0.6855526,225.0,1.503461,0.1341225,0.4371164,0.5,30
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.8848207,0.8708231,225.0,1.016074,0.3106854,0.740207,0.5,31
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.8684211,0.8052831,225.0,-1.078405,0.2820079,0.7030705,0.5,31
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,2.421053,0.9449815,225.0,2.562011,0.01106001,0.05351193,0.5,31
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,0.6678108,0.7168149,225.0,0.9316364,0.3525231,0.787898,0.5,31
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,-0.4313501,0.8666283,225.0,-0.4977337,0.6191579,0.9595156,0.5,32
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-1.059497,0.8014041,225.0,-1.32205,0.1874938,0.549856,0.5,32
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.612128,0.9404295,225.0,1.714247,0.08786051,0.3186613,0.5,32
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,0.9839817,0.713362,225.0,1.379358,0.1691538,0.5136044,0.5,32
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,1.811213,0.8374095,225.0,2.162876,0.03160484,0.1368972,0.5,33
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,0.9851259,0.7743843,225.0,1.272141,0.2046363,0.5816258,0.5,33
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,0.5938215,0.9087225,225.0,0.6534685,0.5141215,0.9142496,0.5,33
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,-0.2322654,0.6893107,225.0,-0.3369532,0.7364663,0.9867928,0.5,33
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,1.116323,0.8332815,225.0,1.339671,0.1817037,0.5386721,0.5,34
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,0.5480549,0.770567,225.0,0.7112359,0.4776747,0.8925737,0.5,34
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.688787,0.904243,225.0,1.867625,0.06311449,0.2449961,0.5,34
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,1.120519,0.6859127,225.0,1.633617,0.1037378,0.3618619,0.5,34
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,1.388253,0.9417086,225.0,1.474186,0.1418294,0.4548224,0.5,35
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.5869565,0.8708336,225.0,-0.6740168,0.5009925,0.9068373,0.5,35
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.402746,1.021904,225.0,1.372679,0.1712187,0.5178086,0.5,35
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,-0.5724638,0.7751641,225.0,-0.7385066,0.4609763,0.8814503,0.5,35
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,-0.2555301,1.158,225.0,-0.2206651,0.8255533,0.9961987,0.5,36
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.645881,1.070846,225.0,-0.6031502,0.5470163,0.9309885,0.5,36
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,2.816934,1.256614,225.0,2.241686,0.02595744,0.1152823,0.5,36
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,2.426583,0.9532033,225.0,2.545714,0.01157434,0.05578865,0.5,36
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.8249428,0.8598941,225.0,0.959354,0.3384102,0.772622,0.5,37
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,0.00228833,0.7951766,225.0,0.002877763,0.9977064,1.0,0.5,37
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.129291,0.9331218,225.0,1.210229,0.2274611,0.6210003,0.5,37
sbmd,QIDS,self,self,PLACvsACAC,fixGuess,0.3066362,0.7078188,225.0,0.4332128,0.6652752,0.9727021,0.5,37
sbmd,QIDS,self,self,PLPLvsPLAC,fixCondition,0.9355454,0.8207184,225.0,1.13991,0.2555356,0.6652311,0.5,38
sbmd,QIDS,self,self,ACPLvsACAC,fixCondition,-0.2665904,0.7589494,225.0,-0.3512624,0.7257202,0.9850931,0.5,38
sbmd,QIDS,self,self,PLPLvsACPL,fixGuess,1.529748,0.8906099,225.0,1.717641,0.08723794,0.316907,0.5,38
