study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id
sbmd,CPS,self,self,without_guess,intercept,-0.2395833333333333,0.12271460960471621,-1.9523619404818247,0.05240431032557599,0.0,7
sbmd,CPS,self,self,without_guess,conditionAC,0.26156135531135527,0.17591236897305734,1.4868843893030392,0.13874767260905913,0.0,7
sbmd,CPS,self,self,with_guess,intercept,-0.2395833333333333,0.12271460960471621,-1.9523619404818247,0.05240431032557599,0.0,7
sbmd,CPS,self,self,with_guess,conditionAC,0.2615613553113553,0.17591236897305734,1.4868843893030395,0.13874767260905904,0.0,7
sbmd,CPS,self,self,without_guess,intercept,-0.10416666666666666,0.12149248913688003,-0.8573918223809444,0.39233771641567505,0.0,8
sbmd,CPS,self,self,without_guess,conditionAC,-0.07165750915750915,0.1741604495613424,-0.4114453616650209,0.6812222557024601,0.0,8
sbmd,CPS,self,self,with_guess,intercept,-0.10416666666666666,0.12149248913688003,-0.8573918223809444,0.39233771641567505,0.0,8
sbmd,CPS,self,self,with_guess,conditionAC,-0.07165750915750915,0.1741604495613424,-0.4114453616650209,0.6812222557024601,0.0,8
sbmd,CPS,self,self,without_guess,intercept,-0.031249999999999962,0.11560840542264174,-0.2703090652081574,0.7872238045463891,0.0,9
sbmd,CPS,self,self,without_guess,conditionAC,0.10817307692307689,0.1657255687534124,0.6527241254126004,0.5147444212403911,0.0,9
sbmd,CPS,self,self,with_guess,intercept,-0.031249999999999962,0.11560840542264174,-0.2703090652081574,0.7872238045463891,0.0,9
sbmd,CPS,self,self,with_guess,conditionAC,0.10817307692307689,0.1657255687534124,0.6527241254126004,0.5147444212403911,0.0,9
sbmd,CPS,self,self,without_guess,intercept,0.020833333333333287,0.11662549038591438,0.17863447574278724,0.8584201939594184,0.0,10
sbmd,CPS,self,self,without_guess,conditionAC,-0.0867673992673992,0.16718356813842847,-0.5189947806087949,0.6043846691583932,0.0,10
sbmd,CPS,self,self,with_guess,intercept,0.020833333333333287,0.11662549038591438,0.17863447574278724,0.8584201939594184,0.0,10
sbmd,CPS,self,self,with_guess,conditionAC,-0.0867673992673992,0.16718356813842847,-0.5189947806087949,0.6043846691583932,0.0,10
sbmd,CPS,self,self,without_guess,intercept,-0.21874999999999994,0.11960816744761293,-1.8288884836882904,0.06902642644477618,0.0,11
sbmd,CPS,self,self,without_guess,conditionAC,0.09787087912087905,0.1714592594313813,0.5708112786994007,0.5688202760684736,0.0,11
sbmd,CPS,self,self,with_guess,intercept,-0.21874999999999994,0.11960816744761293,-1.8288884836882904,0.06902642644477618,0.0,11
