study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,3.465385,2.618959,225.0,1.323191,0.1871148,0.5491311,0.85714,27
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,2.618321,2.978276,225.0,0.8791398,0.3802634,0.8156795,0.85714,27
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,4.015385,3.111787,225.0,1.290379,0.1982436,0.5700076,0.85714,27
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,3.168321,2.458832,225.0,1.288547,0.1988789,0.5711742,0.85714,27
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,7.292308,2.885751,225.0,2.527005,0.01219103,0.05850203,0.85714,28
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-0.976512,3.28167,225.0,-0.2975655,0.7663093,0.990818,0.85714,28
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,8.815385,3.428783,225.0,2.570995,0.01078528,0.05229055,0.85714,28
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,0.5465649,2.709311,225.0,0.2017357,0.8403056,0.9970867,0.85714,28
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,4.603846,3.057067,225.0,1.505968,0.1334779,0.4356117,0.85714,29
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,4.670581,3.476491,225.0,1.343476,0.1804714,0.5362612,0.85714,29
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,0.3076923,3.632337,225.0,0.08470918,0.9325679,0.9997815,0.85714,29
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,0.3744275,2.870153,225.0,0.1304556,0.8963225,0.9992051,0.85714,29
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,5.811538,2.915499,225.0,1.993326,0.0474336,0.1935478,0.85714,30
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-1.418673,3.3155,225.0,-0.4278911,0.6691397,0.9736507,0.85714,30
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,8.307692,3.464129,225.0,2.398205,0.01729162,0.08032153,0.85714,30
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,1.077481,2.73724,225.0,0.3936377,0.6942213,0.9792682,0.85714,30
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,5.457692,2.891104,225.0,1.887754,0.06034602,0.2362088,0.85714,31
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-0.8361715,3.287758,225.0,-0.2543288,0.7994739,0.9942152,0.85714,31
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,3.846154,3.435144,225.0,1.119649,0.2640573,0.6778044,0.85714,31
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-2.44771,2.714337,225.0,-0.9017708,0.3681429,0.8038966,0.85714,31
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,3.007692,2.956201,225.0,1.017418,0.3100474,0.7394218,0.85714,32
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,1.264827,3.361787,225.0,0.3762365,0.7070956,0.9818067,0.85714,32
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,4.415385,3.512491,225.0,1.257052,0.210038,0.591237,0.85714,32
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,2.672519,2.775454,225.0,0.9629124,0.3366252,0.7706325,0.85714,32
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,4.111538,3.010929,225.0,1.365538,0.1734476,0.522311,0.85714,33
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,1.113917,3.424023,225.0,0.3253239,0.7452382,0.9880791,0.85714,33
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,3.938462,3.577517,225.0,1.100892,0.2721198,0.6893533,0.85714,33
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,0.9408397,2.826836,225.0,0.3328243,0.7395768,0.9872591,0.85714,33
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,6.484615,2.73745,225.0,2.368852,0.01868936,0.08612622,0.85714,34
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-1.911333,3.113023,225.0,-0.6139796,0.5398491,0.9275563,0.85714,34
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,5.769231,3.252576,225.0,1.773742,0.07745835,0.2887072,0.85714,34
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-2.626718,2.570078,225.0,-1.022038,0.3078605,0.7367169,0.85714,34
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,3.188462,2.68982,225.0,1.185381,0.2371172,0.6367152,0.85714,35
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-1.840869,3.058858,225.0,-0.6018157,0.5479027,0.9314049,0.85714,35
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,5.892308,3.195982,225.0,1.843661,0.06654762,0.2557296,0.85714,35
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,0.8629771,2.52536,225.0,0.3417244,0.7328772,0.9862405,0.85714,35
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,7.742308,2.642833,225.0,2.929549,0.00374399,0.01946092,0.85714,36
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,2.348209,3.005425,225.0,0.7813236,0.4354335,0.8628741,0.85714,36
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,2.676923,3.140153,225.0,0.8524816,0.3948533,0.8291608,0.85714,36
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-2.717176,2.481245,225.0,-1.095085,0.2746501,0.6929097,0.85714,36
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,4.934615,2.917111,225.0,1.69161,0.09210478,0.3304964,0.85714,37
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-6.975925,3.317333,225.0,-2.102871,0.0365884,0.1553166,0.85714,37
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,11.43077,3.466045,225.0,3.297929,0.001132008,0.00618571,0.85714,37
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-0.479771,2.738754,225.0,-0.1751786,0.8610969,0.9980852,0.85714,37
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,0.5884615,2.830599,225.0,0.2078929,0.8355006,0.9968147,0.85714,38
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-0.7527892,3.218952,225.0,-0.2338616,0.8153051,0.9954854,0.85714,38
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,3.353846,3.363253,225.0,0.9972031,0.3197372,0.7511522,0.85714,38
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,2.012595,2.657531,225.0,0.7573177,0.4496519,0.8734537,0.85714,38
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,1.419231,2.956946,225.0,0.4799651,0.6317185,0.9634629,0.85714,39
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-0.991192,3.362633,225.0,-0.2947666,0.768444,0.9910691,0.85714,39
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,5.215385,3.513375,225.0,1.484437,0.1390926,0.4485945,0.85714,39
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,2.804962,2.776153,225.0,1.010377,0.3133999,0.7435271,0.85714,39
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,4.603846,2.901209,225.0,1.586872,0.113946,0.3881698,0.85714,40
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,3.891955,3.299249,225.0,1.179649,0.2393857,0.6403293,0.85714,40
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,0.7076923,3.44715,225.0,0.2052978,0.8375251,0.9969313,0.85714,40
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-0.004198473,2.723824,225.0,-0.001541389,0.9987715,1.0,0.85714,40
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,11.10769,2.832461,225.0,3.92157,0.0001168354,0.0006714407,0.85714,41
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-3.113329,3.221069,225.0,-0.9665516,0.334806,0.7685915,0.85714,41
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,9.753846,3.365465,225.0,2.898217,0.004123945,0.02132532,0.85714,41
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-4.467176,2.659279,225.0,-1.679844,0.09437549,0.3367402,0.85714,41
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,9.126923,2.724553,225.0,3.349879,0.0009479264,0.005209097,0.85714,42
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,0.4122137,3.098357,225.0,0.1330427,0.8942785,0.999157,0.85714,42
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,3.476923,3.237251,225.0,1.074036,0.2839572,0.7057178,0.85714,42
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-5.237786,2.557969,225.0,-2.047635,0.04175734,0.1738366,0.85714,42
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,4.826923,2.871873,225.0,1.680758,0.09419759,0.3362532,0.85714,43
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,2.378156,3.265888,225.0,0.7281805,0.4672602,0.8857281,0.85714,43
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,0.1384615,3.412293,225.0,0.04057727,0.9676689,0.9999759,0.85714,43
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-2.310305,2.696282,225.0,-0.8568487,0.3924402,0.8269828,0.85714,43
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,6.007692,2.904841,225.0,2.068165,0.03976768,0.1667749,0.85714,44
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-2.609513,3.30338,225.0,-0.7899523,0.4303874,0.8589707,0.85714,44
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,5.553846,3.451466,225.0,1.609127,0.1089908,0.375536,0.85714,44
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-3.063359,2.727234,225.0,-1.123247,0.2625295,0.6755782,0.85714,44
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,5.915385,2.706016,225.0,2.186013,0.02984611,0.1302545,0.85714,45
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-3.204345,3.077276,225.0,-1.041293,0.2988573,0.7253531,0.85714,45
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,8.584615,3.215226,225.0,2.669988,0.008138711,0.0403225,0.85714,45
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-0.5351145,2.540565,225.0,-0.2106281,0.8333681,0.9966888,0.85714,45
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,1.75,2.83669,225.0,0.6169162,0.5379137,0.9266095,0.85714,46
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-3.477393,3.225878,225.0,-1.077968,0.2822025,0.7033356,0.85714,46
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,6.538462,3.37049,225.0,1.939914,0.05363992,0.2144106,0.85714,46
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,1.311069,2.66325,225.0,0.4922815,0.6230003,0.9607527,0.85714,46
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,3.253846,3.039378,225.0,1.070563,0.2855129,0.7078174,0.85714,47
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,8.786847,3.456375,225.0,2.542215,0.01168752,0.05628797,0.85714,47
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,-5.123077,3.611319,225.0,-1.418617,0.1573945,0.4890408,0.85714,47
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,0.4099237,2.853545,225.0,0.1436542,0.8859021,0.99894,0.85714,47
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,2.826923,2.953032,225.0,0.9572953,0.3394457,0.7737701,0.85714,48
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,1.694069,3.358182,225.0,0.5044603,0.6144316,0.9579574,0.85714,48
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,4.153846,3.508724,225.0,1.183862,0.2377168,0.6376733,0.85714,48
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,3.020992,2.772478,225.0,1.089636,0.2770391,0.6962382,0.85714,48
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,4.688462,2.876591,225.0,1.629867,0.1045287,0.3639395,0.85714,49
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-2.453318,3.271254,225.0,-0.7499625,0.4540608,0.8766115,0.85714,49
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,9.123077,3.417899,225.0,2.669206,0.008157098,0.04040699,0.85714,49
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,1.981298,2.700711,225.0,0.7336207,0.4639436,0.8834843,0.85714,49
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,5.619231,2.727328,225.0,2.060343,0.04051598,0.1694404,0.85714,50
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,8.58074,3.101512,225.0,2.766631,0.006134811,0.03098592,0.85714,50
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,-3.707692,3.240548,225.0,-1.144156,0.2537747,0.662585,0.85714,50
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-0.7461832,2.560574,225.0,-0.2914125,0.7710044,0.9913641,0.85714,50
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,7.903846,2.814053,225.0,2.808706,0.0054115,0.02754807,0.85714,51
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-1.261891,3.200135,225.0,-0.3943242,0.6937152,0.9791638,0.85714,51
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,4.661538,3.343593,225.0,1.394171,0.1646413,0.5043047,0.85714,51
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-4.504198,2.641997,225.0,-1.704846,0.08960335,0.3235474,0.85714,51
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,0.3807692,2.684509,225.0,0.1418394,0.8873338,0.9989795,0.85714,52
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,2.473282,3.052819,225.0,0.8101635,0.4187022,0.8496239,0.85714,52
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,4.030769,3.189672,225.0,1.263694,0.2076476,0.5870068,0.85714,52
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,6.123282,2.520374,225.0,2.429514,0.01590327,0.07448526,0.85714,52
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,4.165385,2.851194,225.0,1.460927,0.1454306,0.4629191,0.85714,53
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,1.560188,3.242372,225.0,0.4811872,0.6308511,0.9631992,0.85714,53
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,4.430769,3.387723,225.0,1.30789,0.1922453,0.5588597,0.85714,53
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,1.825573,2.676867,225.0,0.6819811,0.4959523,0.9038754,0.85714,53
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,4.084615,2.906291,225.0,1.405439,0.16127,0.4972548,0.85714,54
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-0.2019965,3.305029,225.0,-0.06111792,0.9513196,0.9999178,0.85714,54
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,4.846154,3.453188,225.0,1.403385,0.1618805,0.498538,0.85714,54
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,0.559542,2.728595,225.0,0.2050659,0.837706,0.9969415,0.85714,54
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,8.423077,2.947701,225.0,2.857508,0.00467018,0.02398242,0.85714,55
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-2.58485,3.35212,225.0,-0.7711092,0.4414512,0.8674264,0.85714,55
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,7.338462,3.50239,225.0,2.095272,0.03726521,0.1577743,0.85714,55
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-3.669466,2.767473,225.0,-1.325926,0.1862086,0.5473938,0.85714,55
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,4.034615,2.992815,225.0,1.348101,0.1789816,0.5333322,0.85714,56
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-3.918967,3.403423,225.0,-1.151478,0.2507578,0.6580127,0.85714,56
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,6.969231,3.555994,225.0,1.959855,0.05124734,0.2064494,0.85714,56
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-0.9843511,2.809829,225.0,-0.3503243,0.7264231,0.9852085,0.85714,56
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,3.596154,2.805278,225.0,1.281924,0.2011885,0.5753929,0.85714,57
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-0.8144451,3.190157,225.0,-0.2552994,0.7987251,0.9941498,0.85714,57
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,6.738462,3.333167,225.0,2.021639,0.04439769,0.1830837,0.85714,57
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,2.327863,2.633758,225.0,0.8838558,0.3777175,0.8132492,0.85714,57
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,3.511538,2.585547,225.0,1.358142,0.175779,0.5269814,0.85714,58
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,0.1867293,2.940279,225.0,0.06350735,0.9494189,0.9999078,0.85714,58
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,3.0,3.072087,225.0,0.9765348,0.3298483,0.7629596,0.85714,58
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-0.3248092,2.427462,225.0,-0.1338061,0.8936755,0.9991425,0.85714,58
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,3.442308,3.143215,225.0,1.095155,0.2746197,0.6928671,0.85714,59
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,2.587199,3.574458,225.0,0.7238017,0.4699393,0.887518,0.85714,59
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,0.1692308,3.734696,225.0,0.04531313,0.9638979,0.9999665,0.85714,59
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-0.6858779,2.951034,225.0,-0.2324195,0.8164234,0.9955673,0.85714,59
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,2.880769,2.719918,225.0,1.059138,0.2906724,0.7146973,0.85714,60
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-0.6923077,3.093085,225.0,-0.2238243,0.8230971,0.9960352,0.85714,60
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,3.123077,3.231744,225.0,0.9663752,0.334894,0.7686906,0.85714,60
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-0.45,2.553617,225.0,-0.1762206,0.8602791,0.9980511,0.85714,60
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,4.223077,2.690901,225.0,1.569392,0.1179619,0.3982254,0.85714,61
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-0.6030534,3.060087,225.0,-0.1970707,0.8439501,0.9972822,0.85714,61
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,5.723077,3.197266,225.0,1.789991,0.07480006,0.2808255,0.85714,61
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,0.8969466,2.526374,225.0,0.3550331,0.7228974,0.9846232,0.85714,61
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,9.630769,2.816614,225.0,3.419272,0.0007453546,0.004124921,0.85714,62
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,4.426307,3.203048,225.0,1.381904,0.1683715,0.5120033,0.85714,62
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,2.384615,3.346636,225.0,0.7125409,0.4768681,0.8920542,0.85714,62
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-2.819847,2.644402,225.0,-1.066346,0.2874101,0.710362,0.85714,62
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,3.892308,2.928502,225.0,1.329112,0.1851571,0.5453708,0.85714,63
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,2.908397,3.330286,225.0,0.8733173,0.3834212,0.8186615,0.85714,63
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,2.692308,3.479578,225.0,0.7737454,0.4398936,0.8662586,0.85714,63
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,1.708397,2.749448,225.0,0.62136,0.5349918,0.9251636,0.85714,63
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,8.557692,2.78391,225.0,3.073983,0.002373208,0.01260837,0.85714,64
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-0.357017,3.165857,225.0,-0.1127711,0.9103126,0.9994857,0.85714,64
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,7.076923,3.307778,225.0,2.13948,0.03347357,0.1438723,0.85714,64
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-1.837786,2.613697,225.0,-0.7031368,0.4826974,0.8957685,0.85714,64
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,8.473077,3.071095,225.0,2.758975,0.00627548,0.03165007,0.85714,65
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,2.640047,3.492444,225.0,0.7559311,0.4504812,0.874052,0.85714,65
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,2.476923,3.649005,225.0,0.6787941,0.4979659,0.9050666,0.85714,65
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-3.356107,2.883323,225.0,-1.163972,0.2456682,0.650187,0.85714,65
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,4.211538,2.973397,225.0,1.416406,0.1580395,0.4904161,0.85714,66
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-1.681738,3.381341,225.0,-0.4973583,0.6194221,0.9596015,0.85714,66
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,7.369231,3.532922,225.0,2.085874,0.0381171,0.1608534,0.85714,66
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,1.475954,2.791598,225.0,0.528713,0.5975257,0.9520457,0.85714,66
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,6.096154,2.665522,225.0,2.28704,0.02312322,0.1041056,0.85714,67
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,2.704052,3.031226,225.0,0.8920653,0.3733109,0.8089868,0.85714,67
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,2.015385,3.167111,225.0,0.6363479,0.5251965,0.9201709,0.85714,67
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-1.376718,2.502547,225.0,-0.5501266,0.5827783,0.9464404,0.85714,67
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,7.838462,2.832727,225.0,2.767108,0.006126144,0.03094496,0.85714,68
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,3.382854,3.221372,225.0,1.050128,0.2947857,0.7200915,0.85714,68
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,2.584615,3.365781,225.0,0.7679095,0.4433461,0.868837,0.85714,68
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-1.870992,2.659529,225.0,-0.7035051,0.4824684,0.8956243,0.85714,68
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,9.15,2.734073,225.0,3.346655,0.0009584846,0.005265321,0.85714,69
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,1.478567,3.109183,225.0,0.4755485,0.6348575,0.9644063,0.85714,69
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,3.307692,3.248563,225.0,1.018202,0.3096757,0.7389636,0.85714,69
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-4.36374,2.566907,225.0,-1.699999,0.09051294,0.3260829,0.85714,69
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,7.919231,2.836411,225.0,2.79199,0.005689046,0.02887185,0.85714,70
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-3.704052,3.225562,225.0,-1.148343,0.2520463,0.6599715,0.85714,70
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,9.6,3.370159,225.0,2.84853,0.004799182,0.02460614,0.85714,70
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-2.023282,2.662988,225.0,-0.759779,0.448182,0.8723882,0.85714,70
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,5.788462,2.781167,225.0,2.081307,0.03853711,0.1623657,0.85714,71
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,0.5701703,3.162738,225.0,0.1802774,0.857097,0.9979145,0.85714,71
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,4.246154,3.304519,225.0,1.284954,0.2001296,0.5734631,0.85714,71
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-0.9721374,2.611122,225.0,-0.3723065,0.7100151,0.9823514,0.85714,71
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,6.684615,2.88425,225.0,2.317627,0.02136807,0.09706391,0.85714,72
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-5.291251,3.279964,225.0,-1.613204,0.1081019,0.3732426,0.85714,72
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,10.53846,3.427,225.0,3.075127,0.002364496,0.01256411,0.85714,72
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-1.437405,2.707902,225.0,-0.5308185,0.5960681,0.9515107,0.85714,72
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,3.084615,2.586763,225.0,1.192462,0.2343364,0.6322449,0.85714,73
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-0.3335291,2.941662,225.0,-0.1133812,0.9098295,0.9994773,0.85714,73
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,4.476923,3.073532,225.0,1.456605,0.1466195,0.4655678,0.85714,73
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,1.058779,2.428604,225.0,0.4359618,0.6632824,0.972204,0.85714,73
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,4.403846,2.880691,225.0,1.528746,0.1277319,0.4220305,0.85714,74
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-2.449794,3.275916,225.0,-0.7478196,0.4553499,0.877524,0.85714,74
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,7.676923,3.422771,225.0,2.242897,0.02587801,0.1149722,0.85714,74
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,0.8232824,2.704561,225.0,0.3044053,0.7611005,0.9901854,0.85714,74
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,6.096154,2.737881,225.0,2.226596,0.02696529,0.1192017,0.85714,75
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-2.016442,3.113513,225.0,-0.6476419,0.5178768,0.9162908,0.85714,75
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,7.8,3.253087,225.0,2.397722,0.01731385,0.08041442,0.85714,75
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-0.3125954,2.570482,225.0,-0.1216096,0.9033167,0.9993555,0.85714,75
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,5.942308,2.914566,225.0,2.038831,0.04263615,0.1769299,0.85714,76
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,-2.726365,3.314439,225.0,-0.8225721,0.4116223,0.8437469,0.85714,76
sbmd,STAIT,self,self,PLPLvsACPL,fixGuess,7.246154,3.463021,225.0,2.092437,0.03752046,0.1586986,0.85714,76
sbmd,STAIT,self,self,PLACvsACAC,fixGuess,-1.422519,2.736365,225.0,-0.5198573,0.6036741,0.9542579,0.85714,76
sbmd,STAIT,self,self,PLPLvsPLAC,fixCondition,4.657692,2.808573,225.0,1.658384,0.09863343,0.3482876,0.85714,77
sbmd,STAIT,self,self,ACPLvsACAC,fixCondition,0.1708749,3.193904,225.0,0.05350033,0.9573807,0.9999449,0.85714,77
